,O_All Other 3s,O_In the Paint,O_Rim,O_Corner 3 Left,O_Corner 3 Right,O_Mid 2,D_All Other 3s,D_In the Paint,D_Rim,D_Corner 3 Left,D_Corner 3 Right,D_Mid 2
Monmouth,0.3522727272727273,0.3582089552238806,0.5921052631578947,0.3333333333333333,0.25,0.35,0.3191489361702128,0.4666666666666667,0.7910447761194029,0.375,0.3076923076923077,0.3090909090909091
Montana,0.2903225806451613,0.43119266055045874,0.582089552238806,0.5,0.5,0.2602739726027397,0.4074074074074074,0.424,0.6262626262626263,0.3333333333333333,0.4666666666666667,0.42857142857142855
Morehead State,0.29545454545454547,0.2857142857142857,0.44,0.5,0.5,0.2608695652173913,0.47058823529411764,0.75,0.7608695652173914,0.2857142857142857,0.6666666666666666,0.25
Morgan State,0.2647058823529412,0.23076923076923078,0.6545454545454545,0.5,0.6666666666666666,0.46153846153846156,0.27906976744186046,0.47058823529411764,0.7962962962962963,0.0,0.0,0.39285714285714285
Mount St. Mary's,0.3305785123966942,0.46551724137931033,0.5873015873015873,0.125,0.4375,0.32,0.3924050632911392,0.5487804878048781,0.6705882352941176,0.3333333333333333,0.4166666666666667,0.36
Murray State,0.3548387096774194,0.38636363636363635,0.6,0.16666666666666666,0.25,0.27586206896551724,0.29069767441860467,0.3389830508474576,0.5945945945945946,0.3,0.4,0.2631578947368421
N.J.I.T.,0.29,0.3617021276595745,0.5753424657534246,0.0,0.4,0.2413793103448276,0.45348837209302323,0.45454545454545453,0.7012987012987013,0.14285714285714285,0.36363636363636365,0.35714285714285715
Navy,0.35,0.2894736842105263,0.6041666666666666,0.6666666666666666,0.2,0.2,0.43137254901960786,0.6571428571428571,0.6666666666666666,0.25,0.0,0.4166666666666667
Nebraska,0.3387096774193548,0.3869047619047619,0.5930735930735931,0.45098039215686275,0.3333333333333333,0.42424242424242425,0.3269230769230769,0.35279187817258884,0.6028622540250447,0.35135135135135137,0.18867924528301888,0.3556701030927835
Nebraska-Omaha,0.37410071942446044,0.3157894736842105,0.5740740740740741,0.2,0.23076923076923078,0.37209302325581395,0.3939393939393939,0.4523809523809524,0.6875,0.5,0.35714285714285715,0.5
Nevada,0.3779411764705882,0.4166666666666667,0.698076923076923,0.453125,0.46153846153846156,0.3576158940397351,0.32111436950146627,0.4462474645030426,0.6269230769230769,0.3389830508474576,0.2857142857142857,0.36885245901639346
New Hampshire,0.375,0.2222222222222222,0.55,0.2,0.3333333333333333,0.3,0.1935483870967742,0.21052631578947367,0.68,0.6666666666666666,0.0,0.4583333333333333
New Mexico,0.3643724696356275,0.3936651583710407,0.6327543424317618,0.4186046511627907,0.42857142857142855,0.3793103448275862,0.4,0.38,0.6576923076923077,0.3170731707317073,0.5370370370370371,0.4188034188034188
New Mexico State,0.3776595744680851,0.3933333333333333,0.6457142857142857,0.47368421052631576,0.2727272727272727,0.2289156626506024,0.32515337423312884,0.41911764705882354,0.6013513513513513,0.4,0.5625,0.43157894736842106
New Orleans,0.38461538461538464,0.5,0.6060606060606061,0.0,1.0,0.34782608695652173,0.5128205128205128,0.37735849056603776,0.6842105263157895,0.6,0.21428571428571427,0.4444444444444444
Niagara,0.3333333333333333,0.2,0.5833333333333334,0.0,0.0,0.3,0.5263157894736842,0.3333333333333333,0.625,0.5,0.25,0.5
Nicholls State,0.32432432432432434,0.3333333333333333,0.35555555555555557,0.5,0.4,0.3157894736842105,0.34285714285714286,0.2,0.7407407407407407,0.5,0.0,0.5384615384615384
Norfolk State,0.39622641509433965,0.42424242424242425,0.5510204081632653,1.0,0.4,0.23529411764705882,0.4473684210526316,0.5333333333333333,0.7419354838709677,0.4,0.6,0.42105263157894735
North Carolina,0.35956580732700133,0.40594059405940597,0.6502659574468085,0.35294117647058826,0.3870967741935484,0.33766233766233766,0.3662551440329218,0.36381709741550694,0.5975609756097561,0.3939393939393939,0.4732142857142857,0.3107142857142857
North Carolina A&T,0.3018867924528302,0.40625,0.6037735849056604,0.3,0.3333333333333333,0.34,0.2911392405063291,0.5,0.6666666666666666,0.38461538461538464,0.5,0.26
North Carolina Central,0.24324324324324326,0.42028985507246375,0.5614035087719298,0.2857142857142857,0.125,0.21739130434782608,0.25274725274725274,0.4318181818181818,0.4631578947368421,0.3076923076923077,0.2222222222222222,0.29411764705882354
North Carolina State,0.35655737704918034,0.43291139240506327,0.6090225563909775,0.49122807017543857,0.5166666666666667,0.38190954773869346,0.2997601918465228,0.4425287356321839,0.6733668341708543,0.29545454545454547,0.3389830508474576,0.3248730964467005
North Carolina-Wilmington,0.42857142857142855,0.3333333333333333,0.5277777777777778,0.0,0.2,0.32,0.41509433962264153,0.2857142857142857,0.696969696969697,0.75,0.0,0.5
North Dakota,0.35365853658536583,0.40350877192982454,0.6363636363636364,0.16666666666666666,0.6666666666666666,0.3,0.3717948717948718,0.38095238095238093,0.6862745098039216,1.0,0.3333333333333333,0.40476190476190477
North Dakota State,0.3114754098360656,0.4262295081967213,0.6862745098039216,0.3333333333333333,0.5,0.25806451612903225,0.3404255319148936,0.4375,0.7432432432432432,0.25,0.6,0.48936170212765956
North Florida,0.34054054054054056,0.4198473282442748,0.5132743362831859,0.35714285714285715,0.5384615384615384,0.325,0.36666666666666664,0.48226950354609927,0.6635514018691588,0.2916666666666667,0.2631578947368421,0.47692307692307695
North Georgia,0.3076923076923077,0.36363636363636365,1.0,0.0,0.0,0.5,0.46153846153846156,0.5757575757575758,0.5714285714285714,0.0,0.5,0.2
North Texas,0.2926829268292683,0.3953488372093023,0.6382978723404256,0.5,0.4230769230769231,0.23684210526315788,0.30718954248366015,0.4444444444444444,0.5596330275229358,0.5384615384615384,0.5757575757575758,0.375
Northeastern,0.37735849056603776,0.32432432432432434,0.6382978723404256,0.6363636363636364,0.05263157894736842,0.35,0.3384615384615385,0.3275862068965517,0.5775862068965517,0.0,0.2,0.3333333333333333
Northern Arizona,0.2,0.32142857142857145,0.6,1.0,0.6,0.2777777777777778,0.42424242424242425,0.5,0.7714285714285715,0.625,0.25,0.5333333333333333
Northern Colorado,0.35294117647058826,0.4774774774774775,0.65,0.4,0.42105263157894735,0.4489795918367347,0.2926829268292683,0.45251396648044695,0.6233766233766234,0.5714285714285714,0.45454545454545453,0.22058823529411764
Northern Illinois,0.40540540540540543,0.37037037037037035,0.5370370370370371,0.3333333333333333,0.5,0.2692307692307692,0.3230769230769231,0.45161290322580644,0.5423728813559322,0.5,0.4444444444444444,0.4666666666666667
Northern Iowa,0.307909604519774,0.38645418326693226,0.6666666666666666,0.47619047619047616,0.28125,0.3741496598639456,0.3515850144092219,0.43478260869565216,0.6098484848484849,0.4722222222222222,0.2857142857142857,0.29605263157894735
Northern Kentucky,0.20454545454545456,0.4,0.6136363636363636,0.5,0.2,0.16666666666666666,0.19444444444444445,0.26666666666666666,0.6444444444444445,0.42857142857142855,0.5,0.45454545454545453
Northwestern,0.35283363802559414,0.4230769230769231,0.6203966005665722,0.35,0.36507936507936506,0.33840304182509506,0.34623217922606925,0.3870967741935484,0.6886543535620053,0.3829787234042553,0.44642857142857145,0.3288888888888889
Northwestern State,0.3111111111111111,0.3387096774193548,0.5319148936170213,0.3333333333333333,0.3,0.34782608695652173,0.3880597014925373,0.425,0.7419354838709677,0.15384615384615385,0.5,0.5384615384615384
Notre Dame,0.3676923076923077,0.44552058111380144,0.6263940520446096,0.4074074074074074,0.29508196721311475,0.3181818181818182,0.36666666666666664,0.41418764302059496,0.5787476280834914,0.3103448275862069,0.3037974683544304,0.38562091503267976
Oakland,0.29411764705882354,0.23636363636363636,0.6153846153846154,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.38596491228070173,0.6666666666666666,0.5,0.3333333333333333,0.3793103448275862
Ohio,0.336734693877551,0.4772727272727273,0.5454545454545454,0.0,0.2727272727272727,0.29411764705882354,0.3333333333333333,0.4,0.6875,0.5,0.36363636363636365,0.3076923076923077
Ohio State,0.35804701627486435,0.45255474452554745,0.696917808219178,0.23684210526315788,0.3898305084745763,0.36742424242424243,0.34782608695652173,0.36989795918367346,0.5967413441955194,0.36,0.3709677419354839,0.33992094861660077
Oklahoma,0.34520123839009287,0.4134366925064599,0.6489859594383776,0.36764705882352944,0.41304347826086957,0.32666666666666666,0.3620689655172414,0.378021978021978,0.6203125,0.3492063492063492,0.410958904109589,0.3776824034334764
Oklahoma State,0.33400402414486924,0.42048517520215634,0.6050632911392405,0.30357142857142855,0.4,0.37037037037037035,0.3746958637469586,0.3836477987421384,0.6077235772357723,0.46987951807228917,0.3466666666666667,0.3829787234042553
Old Dominion,0.30097087378640774,0.44329896907216493,0.6756756756756757,0.5714285714285714,0.18181818181818182,0.2857142857142857,0.35294117647058826,0.36470588235294116,0.5533980582524272,0.3,0.5,0.21428571428571427
Ole Miss,0.30241187384044527,0.3795811518324607,0.652605459057072,0.2916666666666667,0.3728813559322034,0.3073170731707317,0.36363636363636365,0.44,0.6367924528301887,0.4393939393939394,0.36923076923076925,0.28191489361702127
Oral Roberts,0.34375,0.4117647058823529,0.5757575757575758,0.4,0.3333333333333333,0.3076923076923077,0.3333333333333333,0.43243243243243246,0.5128205128205128,0.0,0.5,0.43478260869565216
Oregon,0.3525073746312684,0.45187165775401067,0.634862385321101,0.45454545454545453,0.27631578947368424,0.30851063829787234,0.3559027777777778,0.42053789731051344,0.6038543897216274,0.2807017543859649,0.484375,0.31683168316831684
Oregon State,0.3492063492063492,0.42475728155339804,0.6480446927374302,0.32558139534883723,0.2602739726027397,0.37962962962962965,0.3302540415704388,0.4046920821114369,0.6056644880174292,0.45614035087719296,0.273972602739726,0.3496932515337423
Pacific,0.32786885245901637,0.41338582677165353,0.6224489795918368,0.23809523809523808,0.4444444444444444,0.28,0.3568904593639576,0.39664804469273746,0.6462093862815884,0.6666666666666666,0.3225806451612903,0.46236559139784944
Penn State,0.37142857142857144,0.40046838407494145,0.6481835564053537,0.18181818181818182,0.4528301886792453,0.34782608695652173,0.34763948497854075,0.3898305084745763,0.6130952380952381,0.37037037037037035,0.425,0.3373015873015873
Pennsylvania,0.40425531914893614,0.43478260869565216,0.6164383561643836,0.4444444444444444,0.375,0.3333333333333333,0.35714285714285715,0.36363636363636365,0.6962025316455697,0.2727272727272727,0.3333333333333333,0.3783783783783784
Pepperdine,0.36496350364963503,0.4174757281553398,0.6081081081081081,0.4444444444444444,0.4782608695652174,0.37575757575757573,0.4010989010989011,0.4423076923076923,0.6942446043165468,0.43333333333333335,0.37142857142857144,0.4
Pittsburgh,0.32592592592592595,0.32272727272727275,0.6094117647058823,0.35714285714285715,0.2714285714285714,0.27102803738317754,0.3389121338912134,0.42378048780487804,0.64453125,0.4,0.33766233766233766,0.32
Portland,0.37116564417177916,0.38565022421524664,0.6413043478260869,0.3235294117647059,0.5223880597014925,0.30656934306569344,0.33756345177664976,0.3831417624521073,0.6571428571428571,0.425,0.3235294117647059,0.34814814814814815
Portland State,0.38125,0.3431372549019608,0.6363636363636364,0.2222222222222222,0.4166666666666667,0.3181818181818182,0.391304347826087,0.3157894736842105,0.7134146341463414,0.4,0.1875,0.2727272727272727
Prairie View A&M,0.36585365853658536,0.4074074074074074,0.6153846153846154,0.14285714285714285,0.25,0.2903225806451613,0.29545454545454547,0.5666666666666667,0.7254901960784313,0.3333333333333333,0.3333333333333333,0.5
Presbyterian,0.2857142857142857,0.2631578947368421,0.8,0.5,0.0,0.4,0.2727272727272727,0.47368421052631576,0.6666666666666666,0.5,0.6666666666666666,0.2727272727272727
Princeton,0.35507246376811596,0.5405405405405406,0.6774193548387096,0.2,0.5714285714285714,0.39285714285714285,0.4144144144144144,0.41904761904761906,0.7011494252873564,0.16666666666666666,0.3,0.3142857142857143
Providence,0.3192660550458716,0.416044776119403,0.6335740072202166,0.5185185185185185,0.2898550724637681,0.3759124087591241,0.3258426966292135,0.4026548672566372,0.6597444089456869,0.3404255319148936,0.3088235294117647,0.33189655172413796
Purdue,0.4147018030513176,0.4622222222222222,0.7011494252873564,0.55,0.36666666666666664,0.36971830985915494,0.326625386996904,0.35447761194029853,0.6159554730983302,0.3404255319148936,0.423728813559322,0.36538461538461536
Quinnipiac,0.3728813559322034,0.39285714285714285,0.64,0.16666666666666666,0.4,0.2,0.3103448275862069,0.2631578947368421,0.7333333333333333,0.0,0.0,0.2857142857142857
Radford,0.2988505747126437,0.36129032258064514,0.5692307692307692,0.2222222222222222,0.4375,0.22972972972972974,0.33689839572192515,0.45098039215686275,0.6643835616438356,0.3684210526315789,0.38095238095238093,0.36363636363636365
Randall,0.47058823529411764,0.6666666666666666,0.3125,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.7741935483870968,0.42857142857142855,0.8,0.3333333333333333
Rhode Island,0.35351089588377727,0.40384615384615385,0.6262230919765166,0.37735849056603776,0.3968253968253968,0.32460732984293195,0.3385579937304075,0.4163934426229508,0.6302186878727635,0.34210526315789475,0.3508771929824561,0.3208955223880597
Rice,0.2391304347826087,0.38095238095238093,0.6071428571428571,0.2222222222222222,0.3333333333333333,0.5,0.40425531914893614,0.2857142857142857,0.7586206896551724,0.1111111111111111,0.14285714285714285,0.625
Richmond,0.34536082474226804,0.45857988165680474,0.6666666666666666,0.19230769230769232,0.3548387096774194,0.4253731343283582,0.3515850144092219,0.483974358974359,0.6656441717791411,0.5714285714285714,0.38596491228070173,0.38848920863309355
Rider,0.2833333333333333,0.3333333333333333,0.6346153846153846,0.14285714285714285,0.0,0.17391304347826086,0.38181818181818183,0.53125,0.6440677966101694,0.14285714285714285,0.2222222222222222,0.3
Robert Morris,0.3411764705882353,0.2894736842105263,0.5555555555555556,0.5,0.5,0.29411764705882354,0.3137254901960784,0.36363636363636365,0.7402597402597403,0.3333333333333333,0.46153846153846156,0.25925925925925924
Rutgers,0.3024054982817869,0.362962962962963,0.5870069605568445,0.2222222222222222,0.3170731707317073,0.32989690721649484,0.315450643776824,0.39263803680981596,0.6642335766423357,0.3488372093023256,0.5,0.3076923076923077
SIU-Edwardsville,0.22388059701492538,0.33962264150943394,0.5961538461538461,0.5,0.5,0.2962962962962963,0.3953488372093023,0.40540540540540543,0.7894736842105263,0.3,0.375,0.3333333333333333
SMU,0.3544061302681992,0.38701298701298703,0.6542553191489362,0.3695652173913043,0.4657534246575342,0.36363636363636365,0.3291592128801431,0.4273255813953488,0.6320224719101124,0.5789473684210527,0.3392857142857143,0.35978835978835977
Sacramento State,0.3076923076923077,0.36619718309859156,0.6585365853658537,0.0,0.3,0.2903225806451613,0.35,0.5,0.6451612903225806,0.21428571428571427,0.0,0.0625
Sacred Heart,0.2916666666666667,0.35714285714285715,0.6610169491525424,0.0,0.5,0.29411764705882354,0.288135593220339,0.47619047619047616,0.7358490566037735,0.9,0.3333333333333333,0.3076923076923077
Saint Joseph's (PA),0.3951048951048951,0.36024844720496896,0.6442687747035574,0.34615384615384615,0.18181818181818182,0.31451612903225806,0.34097421203438394,0.42483660130718953,0.6047430830039525,0.48484848484848486,0.43902439024390244,0.2808988764044944
Saint Louis,0.3181818181818182,0.3811659192825112,0.5773809523809523,0.4444444444444444,0.34375,0.30434782608695654,0.35563380281690143,0.41810344827586204,0.6109422492401215,0.30434782608695654,0.37777777777777777,0.3695652173913043
Saint Mary's,0.4004282655246253,0.5076586433260394,0.6672932330827067,0.4827586206896552,0.4117647058823529,0.37662337662337664,0.3264367816091954,0.42574257425742573,0.6145124716553289,0.3829787234042553,0.21875,0.38164251207729466
Sam Houston State,0.40217391304347827,0.4367816091954023,0.5555555555555556,0.4444444444444444,0.125,0.2682926829268293,0.40425531914893614,0.47058823529411764,0.7567567567567568,0.42857142857142855,0.6363636363636364,0.3076923076923077
Samford,0.4166666666666667,0.5454545454545454,0.7777777777777778,1.0,0.0,0.0,0.35294117647058826,0.4444444444444444,0.8333333333333334,0.0,0.42857142857142855,0.25
San Diego,0.3230240549828179,0.4350282485875706,0.6470588235294118,0.35,0.3170731707317073,0.29411764705882354,0.3248730964467005,0.3937007874015748,0.6218487394957983,0.35294117647058826,0.2857142857142857,0.34210526315789475
San Diego State,0.32929782082324455,0.45454545454545453,0.6303317535545023,0.3148148148148148,0.3392857142857143,0.40131578947368424,0.3374485596707819,0.39215686274509803,0.6331521739130435,0.41379310344827586,0.391304347826087,0.3582887700534759
San Francisco,0.3157894736842105,0.376984126984127,0.5946666666666667,0.4117647058823529,0.39436619718309857,0.2980769230769231,0.3105590062111801,0.41690962099125367,0.6243781094527363,0.43243243243243246,0.4117647058823529,0.368
San Jose State,0.3729903536977492,0.3970149253731343,0.6118881118881119,0.3157894736842105,0.25,0.36904761904761907,0.35064935064935066,0.43548387096774194,0.6764705882352942,0.3492063492063492,0.37142857142857144,0.33636363636363636
Santa Clara,0.3375,0.3782608695652174,0.6554307116104869,0.29411764705882354,0.3333333333333333,0.4166666666666667,0.36742424242424243,0.4385245901639344,0.7177914110429447,0.5454545454545454,0.45454545454545453,0.4107142857142857
Savannah State,0.296875,0.23809523809523808,0.4424778761061947,0.4117647058823529,0.16,0.15789473684210525,0.375,0.42857142857142855,0.7058823529411765,0.4166666666666667,0.391304347826087,0.3076923076923077
Seattle,0.46153846153846156,0.2916666666666667,0.421875,0.8333333333333334,0.2,0.45454545454545453,0.4423076923076923,0.2631578947368421,0.5223880597014925,0.42857142857142855,0.5,0.27586206896551724
Seton Hall,0.36042402826855124,0.41222879684418146,0.6574923547400612,0.48214285714285715,0.32786885245901637,0.35526315789473684,0.3363774733637747,0.4110854503464203,0.6377816291161178,0.3333333333333333,0.39705882352941174,0.33948339483394835
Siena,0.2962962962962963,0.0967741935483871,0.5,0.5,0.4,0.21428571428571427,0.4,0.6,0.6538461538461539,0.3333333333333333,0.25,0.3333333333333333
South Alabama,0.2702702702702703,0.21739130434782608,0.5384615384615384,0.0,0.25,0.2727272727272727,0.2631578947368421,0.35294117647058826,0.6388888888888888,0.5,0.0,0.5
South Carolina,0.32447817836812143,0.36363636363636365,0.5825,0.34615384615384615,0.34,0.3092369477911647,0.33620689655172414,0.37545126353790614,0.6190476190476191,0.32075471698113206,0.35294117647058826,0.3684210526315789
South Carolina State,0.32432432432432434,0.373134328358209,0.6333333333333333,0.75,0.25,0.3375,0.42168674698795183,0.5098039215686274,0.8076923076923077,0.4375,0.25,0.46153846153846156
South Dakota,0.36585365853658536,0.4270833333333333,0.5742574257425742,0.375,0.375,0.48214285714285715,0.3269230769230769,0.4649122807017544,0.6078431372549019,0.4,0.5294117647058824,0.28125
South Dakota State,0.3904761904761905,0.4011299435028249,0.5714285714285714,0.25,0.5625,0.48936170212765956,0.36018957345971564,0.515527950310559,0.6822429906542056,0.5833333333333334,0.15789473684210525,0.375
South Florida,0.3851851851851852,0.35555555555555557,0.5595238095238095,0.3142857142857143,0.23529411764705882,0.3333333333333333,0.32996632996632996,0.5060728744939271,0.7163120567375887,0.3448275862068966,0.44642857142857145,0.37777777777777777
Southeast Missouri State,0.4375,0.0,0.5,0.6666666666666666,0.25,1.0,0.30434782608695654,0.3333333333333333,0.48,0.5,0.6666666666666666,0.125
Southeastern Louisiana,0.3194444444444444,0.2926829268292683,0.6170212765957447,0.5,0.4,0.3684210526315789,0.3283582089552239,0.4861111111111111,0.6595744680851063,0.5,0.2,0.2702702702702703
Southern Illinois,0.33073929961089493,0.44537815126050423,0.6013986013986014,0.2857142857142857,0.45,0.3739130434782609,0.34055727554179566,0.4158415841584158,0.6852589641434262,0.4444444444444444,0.36,0.35
Southern Miss,0.39705882352941174,0.43478260869565216,0.6923076923076923,0.25,0.25,0.3333333333333333,0.4107142857142857,0.4222222222222222,0.6333333333333333,0.5,0.5,0.4166666666666667
Southern University,0.2978723404255319,0.30973451327433627,0.48314606741573035,0.5714285714285714,0.5,0.2876712328767123,0.35185185185185186,0.5394736842105263,0.7349397590361446,0.1111111111111111,0.5,0.4634146341463415
Southern Utah,0.39344262295081966,0.39080459770114945,0.55,0.5,0.45,0.36363636363636365,0.3627450980392157,0.4945054945054945,0.7448275862068966,0.35294117647058826,0.5,0.34782608695652173
St. Bonaventure,0.3756906077348066,0.41517857142857145,0.5613079019073569,0.39285714285714285,0.44,0.3581081081081081,0.36658354114713215,0.38095238095238093,0.6779141104294478,0.2608695652173913,0.24,0.3153153153153153
St. Francis (BKN),0.28125,0.21428571428571427,0.425531914893617,0.0,0.125,0.15384615384615385,0.3,0.3076923076923077,0.5833333333333334,0.5,0.5,0.2777777777777778
St. Francis (PA),0.36923076923076925,0.40350877192982454,0.6101694915254238,0.3,0.16666666666666666,0.3888888888888889,0.47368421052631576,0.484375,0.686046511627907,0.3333333333333333,0.46153846153846156,0.4
St. John's,0.3054989816700611,0.424,0.6326129666011788,0.3902439024390244,0.417910447761194,0.33797909407665505,0.38118022328548645,0.3644578313253012,0.5826086956521739,0.3392857142857143,0.35064935064935066,0.3526570048309179
St. Peter's,0.3181818181818182,0.30303030303030304,0.6323529411764706,0.0,0.5,0.375,0.21311475409836064,0.3409090909090909,0.6756756756756757,0.5,0.375,0.29411764705882354
Stanford,0.37371134020618557,0.4014084507042254,0.6184873949579832,0.273972602739726,0.4074074074074074,0.3466666666666667,0.3473684210526316,0.4134831460674157,0.6026119402985075,0.3695652173913043,0.3793103448275862,0.3425925925925926
Stephen F. Austin,0.391304347826087,0.4166666666666667,0.6067415730337079,1.0,0.2727272727272727,0.38461538461538464,0.35294117647058826,0.40816326530612246,0.5566037735849056,0.4666666666666667,0.4444444444444444,0.2222222222222222
Stetson,0.2647058823529412,0.42857142857142855,0.7777777777777778,0.0,0.0,0.3333333333333333,0.43243243243243246,0.46808510638297873,0.782608695652174,0.6,0.2,0.3333333333333333
Stony Brook,0.3333333333333333,0.28378378378378377,0.5979381443298969,0.4,0.375,0.24242424242424243,0.32558139534883723,0.3835616438356164,0.6542056074766355,0.16666666666666666,0.2222222222222222,0.2894736842105263
Syracuse,0.3159851301115242,0.4060475161987041,0.6032863849765259,0.4583333333333333,0.34782608695652173,0.375,0.30703012912482064,0.40963855421686746,0.6098130841121495,0.3291139240506329,0.36231884057971014,0.26595744680851063
TCU,0.41409691629955947,0.44556962025316454,0.647787610619469,0.4044943820224719,0.23880597014925373,0.37058823529411766,0.37168141592920356,0.38676844783715014,0.6129032258064516,0.375,0.4714285714285714,0.43333333333333335
Temple,0.35423728813559324,0.3898305084745763,0.6202830188679245,0.2692307692307692,0.3684210526315789,0.32752613240418116,0.3166023166023166,0.4380165289256198,0.6431623931623932,0.3541666666666667,0.3090909090909091,0.351931330472103
Tennessee,0.35428571428571426,0.3862212943632568,0.6632390745501285,0.5283018867924528,0.35714285714285715,0.3333333333333333,0.30739299610894943,0.3870967741935484,0.6207627118644068,0.29310344827586204,0.38,0.30952380952380953
Tennessee State,0.3582089552238806,0.3,0.4857142857142857,0.36363636363636365,0.42857142857142855,0.4,0.3717948717948718,0.5892857142857143,0.6888888888888889,0.42857142857142855,0.625,0.4117647058823529
Tennessee Tech,0.27906976744186046,0.3787878787878788,0.5476190476190477,0.14285714285714285,0.0,0.4117647058823529,0.19607843137254902,0.48148148148148145,0.5882352941176471,0.5,0.4,0.47619047619047616
Tennessee-Martin,0.42857142857142855,0.3333333333333333,0.8461538461538461,0.5,0.0,0.2,0.23529411764705882,0.3888888888888889,0.8461538461538461,1.0,0.3333333333333333,0.3333333333333333
Texas,0.2910714285714286,0.3723150357995227,0.6547169811320754,0.4155844155844156,0.5068493150684932,0.3235294117647059,0.3359073359073359,0.4043478260869565,0.634,0.39622641509433965,0.3466666666666667,0.31983805668016196
Texas A&M,0.3134057971014493,0.44715447154471544,0.6640866873065016,0.3181818181818182,0.44642857142857145,0.3181818181818182,0.3102893890675241,0.3726235741444867,0.615686274509804,0.5125,0.30392156862745096,0.3273381294964029
Texas A&M-CC,0.34375,0.325,0.56,0.3333333333333333,0.1111111111111111,0.4166666666666667,0.3,0.5882352941176471,0.673469387755102,0.5714285714285714,0.7,0.35714285714285715
Texas Rio Grande Valley,0.20512820512820512,0.3333333333333333,0.45614035087719296,0.25,0.14285714285714285,0.425531914893617,0.3898305084745763,0.42105263157894735,0.6060606060606061,0.14285714285714285,0.3333333333333333,0.38095238095238093
Texas Southern,0.3279569892473118,0.3728813559322034,0.5843373493975904,0.3902439024390244,0.3157894736842105,0.38571428571428573,0.33689839572192515,0.4713375796178344,0.6302083333333334,0.65,0.42857142857142855,0.2823529411764706
Texas State,0.22033898305084745,0.4358974358974359,0.6071428571428571,1.0,0.5,0.375,0.4117647058823529,0.3953488372093023,0.5675675675675675,0.14285714285714285,0.625,0.4666666666666667
Texas Tech,0.34296724470134876,0.38186813186813184,0.635593220338983,0.5,0.3559322033898305,0.38022813688212925,0.3231357552581262,0.37275064267352187,0.58,0.5081967213114754,0.25925925925925924,0.3217391304347826
Texas-Arlington,0.39869281045751637,0.47580645161290325,0.6388888888888888,0.4166666666666667,0.3157894736842105,0.3269230769230769,0.3105590062111801,0.5157894736842106,0.6346153846153846,0.2,0.42105263157894735,0.3918918918918919
Toledo,0.4056603773584906,0.2549019607843137,0.6119402985074627,0.6,0.5,0.37777777777777777,0.41935483870967744,0.3770491803278688,0.6101694915254238,0.25,0.5,0.2571428571428571
Towson,0.17857142857142858,0.4857142857142857,0.85,0.25,0.75,0.3333333333333333,0.36585365853658536,0.4090909090909091,0.5,0.75,0.2857142857142857,0.42857142857142855
Troy,0.19117647058823528,0.32,0.5555555555555556,0.2857142857142857,0.0,0.48148148148148145,0.3181818181818182,0.3333333333333333,0.5964912280701754,0.0,0.3333333333333333,0.45161290322580644
Tulane,0.32558139534883723,0.3770491803278688,0.6546961325966851,0.4444444444444444,0.36538461538461536,0.3672316384180791,0.3474576271186441,0.45112781954887216,0.6684350132625995,0.4375,0.35,0.34065934065934067
Tulsa,0.3447488584474886,0.3815261044176707,0.624,0.375,0.36363636363636365,0.25833333333333336,0.35845213849287166,0.3645833333333333,0.6352583586626139,0.38181818181818183,0.2692307692307692,0.3712574850299401
UAB,0.2891566265060241,0.4507042253521127,0.6444444444444445,0.3333333333333333,0.25,0.5666666666666667,0.3076923076923077,0.4523809523809524,0.6923076923076923,0.46153846153846156,0.5294117647058824,0.40625
UC Davis,0.3263157894736842,0.40789473684210525,0.6637168141592921,0.46153846153846156,0.375,0.32608695652173914,0.3418803418803419,0.46551724137931033,0.6422764227642277,0.4,0.0,0.425
UC Irvine,0.3013698630136986,0.22857142857142856,0.575,0.6666666666666666,0.2857142857142857,0.3090909090909091,0.28888888888888886,0.32727272727272727,0.5454545454545454,0.5,0.4,0.4262295081967213
UC Riverside,0.23255813953488372,0.4411764705882353,0.5740740740740741,0.5,0.3333333333333333,0.35714285714285715,0.2857142857142857,0.41379310344827586,0.6153846153846154,0.0,0.2857142857142857,0.22580645161290322
UC Santa Barbara,0.3394495412844037,0.45454545454545453,0.5263157894736842,0.5,0.6,0.3157894736842105,0.29545454545454547,0.3968253968253968,0.5466666666666666,0.16666666666666666,0.45454545454545453,0.5
UCF,0.3197969543147208,0.371571072319202,0.5945273631840796,0.4166666666666667,0.3111111111111111,0.2595419847328244,0.30788804071246817,0.35324675324675325,0.6114130434782609,0.4909090909090909,0.3114754098360656,0.3546099290780142
UCLA,0.37537091988130566,0.4439461883408072,0.6492985971943888,0.42105263157894735,0.3939393939393939,0.376,0.34323922734026746,0.3834745762711864,0.5962962962962963,0.35526315789473684,0.3448275862068966,0.38910505836575876
UMBC,0.37373737373737376,0.3924050632911392,0.6764705882352942,0.43333333333333335,0.6428571428571429,0.32558139534883723,0.3333333333333333,0.4264705882352941,0.7341772151898734,0.3333333333333333,0.4166666666666667,0.3488372093023256
UMKC,0.27419354838709675,0.375,0.5111111111111111,0.4,0.25,0.4230769230769231,0.3090909090909091,0.40625,0.6891891891891891,0.375,0.6,0.5
